,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
3579,Roma,Milan,1,0,H,0,0,D,14,8,4,4,13,23,8,4,1,2,0,0
3580,Genoa,Fiorentina,1,0,H,1,0,H,9,9,4,3,24,14,4,3,3,2,0,0
3581,Empoli,Cagliari,2,0,H,1,0,H,7,9,2,2,23,17,3,2,6,5,0,0
3582,Juventus,Roma,1,0,H,1,0,H,7,10,6,2,16,17,5,8,3,5,0,0
3583,Milan,Atalanta,0,0,D,0,0,D,11,14,3,4,23,28,6,3,3,6,0,0
3584,Chievo,Sampdoria,2,1,H,2,0,H,13,21,5,6,10,15,3,10,1,2,0,0
3585,Genoa,Palermo,3,4,A,1,1,D,14,13,6,4,14,18,5,5,3,5,1,0
3586,Lazio,Fiorentina,3,1,H,2,0,H,11,13,5,6,16,20,5,5,1,5,0,0
3587,Napoli,Torino,5,3,H,3,0,H,21,10,10,5,6,14,4,3,0,3,0,0
3588,Pescara,Bologna,0,3,A,0,2,A,7,18,1,8,13,16,1,7,1,2,1,0
3589,Sassuolo,Inter,0,1,A,0,0,D,11,20,4,6,14,18,3,8,1,3,0,1
3590,Udinese,Crotone,2,0,H,1,0,H,14,9,8,4,10,19,5,4,0,4,0,1
3591,Atalanta,Empoli,2,1,H,0,0,D,30,3,10,1,16,10,14,2,3,4,0,0
3592,Inter,Lazio,3,0,H,0,0,D,11,10,6,4,15,11,6,3,2,2,0,0
3593,Cagliari,Sassuolo,4,3,H,1,2,A,18,12,10,4,13,18,5,4,3,3,0,1
3594,Fiorentina,Napoli,3,3,D,0,1,A,15,9,5,8,14,7,3,2,5,3,0,0
3595,Palermo,Pescara,1,1,D,1,0,H,5,11,2,2,14,16,1,8,4,5,0,0
3596,Roma,Chievo,3,1,H,1,1,D,25,6,9,2,9,13,9,1,0,2,0,0
3597,Sampdoria,Udinese,0,0,D,0,0,D,14,11,3,3,11,10,6,2,1,1,0,0
3598,Torino,Genoa,1,0,H,0,0,D,10,15,5,4,19,13,5,13,2,4,0,0
3599,Empoli,Palermo,1,0,H,0,0,D,6,13,2,4,13,17,6,2,1,3,0,0
3600,Napoli,Sampdoria,2,1,H,0,1,A,23,9,9,2,15,16,9,3,1,0,0,1
3601,Chievo,Atalanta,1,4,A,0,3,A,7,18,2,7,21,14,4,3,1,1,0,0
3602,Genoa,Roma,0,1,A,0,1,A,10,16,4,3,12,13,2,8,2,4,0,0
3603,Juventus,Bologna,3,0,H,2,0,H,12,7,4,2,11,13,6,2,1,2,0,0
3604,Lazio,Crotone,1,0,H,0,0,D,22,2,5,1,15,11,14,0,2,2,0,0
3605,Milan,Cagliari,1,0,H,0,0,D,29,7,4,1,6,12,11,3,0,1,0,1
3606,Sassuolo,Torino,0,0,D,0,0,D,7,24,2,1,17,18,1,8,2,3,0,0
3607,Udinese,Inter,1,2,A,1,1,D,12,9,3,4,19,12,3,7,3,2,0,0
3608,Crotone,Bologna,0,1,A,0,0,D,17,14,6,7,14,14,6,5,2,4,0,0
3609,Inter,Chievo,3,1,H,0,1,A,31,5,14,4,12,16,12,2,0,3,0,0
3610,Cagliari,Genoa,4,1,H,2,1,H,19,12,12,4,8,13,3,14,3,2,1,0
3611,Fiorentina,Juventus,2,1,H,1,0,H,17,11,6,4,22,20,3,7,3,5,0,0
3612,Lazio,Atalanta,2,1,H,1,1,D,21,9,5,3,17,18,7,3,5,2,0,0
3613,Napoli,Pescara,3,1,H,0,0,D,23,8,10,2,10,14,6,2,1,3,0,0
3614,Sampdoria,Empoli,0,0,D,0,0,D,16,14,2,2,8,9,6,8,3,3,0,0
3615,Sassuolo,Palermo,4,1,H,2,1,H,14,14,7,3,14,11,8,3,2,2,0,0
3616,Udinese,Roma,0,1,A,0,1,A,10,13,5,4,16,17,4,7,2,1,0,0
3617,Torino,Milan,2,2,D,2,0,H,17,23,7,8,11,11,6,6,5,1,0,1
3618,Chievo,Fiorentina,0,3,A,0,1,A,17,10,6,6,18,18,2,8,3,2,0,0
3619,Milan,Napoli,1,2,A,1,2,A,13,9,4,5,15,16,7,1,4,4,0,0
3620,Atalanta,Sampdoria,1,0,H,0,0,D,13,13,6,3,13,20,5,5,1,3,0,0
3621,Bologna,Torino,2,0,H,1,0,H,9,9,5,2,11,11,2,9,2,2,0,0
3622,Empoli,Udinese,1,0,H,0,0,D,5,9,1,2,18,17,7,3,4,4,0,0
3623,Genoa,Crotone,2,2,D,1,0,H,10,14,4,6,18,9,7,5,1,2,0,0
3624,Juventus,Lazio,2,0,H,2,0,H,7,11,2,2,10,19,0,4,0,3,0,0
3625,Palermo,Inter,0,1,A,0,0,D,6,16,0,6,23,13,7,12,5,1,1,1
3626,Pescara,Sassuolo,1,3,A,0,1,A,19,16,5,5,12,23,5,6,4,5,0,0
3627,Roma,Cagliari,1,0,H,0,0,D,18,8,6,0,8,15,5,4,1,3,0,1
3628,Inter,Pescara,3,0,H,2,0,H,17,10,7,4,13,12,11,3,1,1,0,0
3629,Lazio,Chievo,0,1,A,0,0,D,28,7,8,2,16,8,10,3,2,2,0,0
3630,Cagliari,Bologna,1,1,D,0,0,D,19,8,6,2,15,18,3,2,2,3,0,2
3631,Crotone,Empoli,4,1,H,1,1,D,14,5,7,3,13,14,8,1,3,1,0,0
3632,Fiorentina,Genoa,3,3,D,1,0,H,22,7,8,3,10,20,5,0,3,4,1,0
3633,Napoli,Palermo,1,1,D,0,1,A,19,3,10,2,6,9,14,2,0,3,0,1
3634,Sampdoria,Roma,3,2,H,1,1,D,18,16,7,10,19,14,7,7,2,3,0,0
3635,Sassuolo,Juventus,0,2,A,0,2,A,7,14,3,5,18,13,5,6,3,1,0,0
3636,Torino,Atalanta,1,1,D,1,0,H,12,17,4,8,19,18,2,6,1,2,0,0
3637,Udinese,Milan,2,1,H,1,1,D,12,12,5,5,9,13,2,7,3,2,0,0
3638,Pescara,Fiorentina,1,2,A,1,0,H,4,22,3,4,10,15,1,14,4,3,0,0
3639,Bologna,Napoli,1,7,A,1,4,A,17,14,7,9,10,9,3,0,2,3,1,1
3640,Atalanta,Cagliari,2,0,H,2,0,H,13,4,5,0,18,18,6,4,4,2,0,0
3641,Chievo,Udinese,0,0,D,0,0,D,6,12,0,1,20,21,5,6,2,1,1,0
3642,Empoli,Torino,1,1,D,1,1,D,10,9,2,4,17,23,2,3,6,4,0,0
3643,Genoa,Sassuolo,0,1,A,0,1,A,15,7,4,3,14,7,8,9,2,1,0,0
3644,Juventus,Inter,1,0,H,1,0,H,14,12,6,2,14,16,6,8,5,3,0,1
3645,Milan,Sampdoria,0,1,A,0,0,D,20,7,6,3,16,12,8,3,3,2,1,0
3646,Palermo,Crotone,1,0,H,1,0,H,12,9,4,1,12,25,3,2,2,2,0,1
3647,Pescara,Lazio,2,6,A,2,2,D,14,17,6,10,13,16,2,4,0,1,0,0
3648,Roma,Fiorentina,4,0,H,1,0,H,23,13,8,2,10,15,6,3,2,3,0,0
3649,Bologna,Milan,0,1,A,0,0,D,20,5,5,4,13,14,7,9,5,2,0,2
3650,Crotone,Juventus,0,2,A,0,0,D,5,17,2,11,13,11,0,1,0,1,0,0
3651,Napoli,Genoa,2,0,H,0,0,D,20,6,8,3,7,11,12,4,1,2,0,0
3652,Fiorentina,Udinese,3,0,H,1,0,H,14,9,6,4,13,15,4,3,2,2,0,0
3653,Cagliari,Juventus,0,2,A,0,1,A,14,13,3,3,20,14,6,1,2,5,1,0
3654,Crotone,Roma,0,2,A,0,1,A,13,15,4,3,15,14,2,5,0,0,0,0
3655,Inter,Empoli,2,0,H,1,0,H,19,6,8,3,21,12,9,2,1,2,0,0
3656,Palermo,Atalanta,1,3,A,1,2,A,13,21,5,5,15,12,6,3,3,1,0,0
3657,Sampdoria,Bologna,3,1,H,0,1,A,18,10,5,2,12,14,11,4,2,4,0,0
3658,Sassuolo,Chievo,1,3,A,1,1,D,13,19,5,7,16,7,6,3,0,3,1,0
3659,Torino,Pescara,5,3,H,3,0,H,19,8,9,5,20,12,7,5,1,3,0,0
3660,Lazio,Milan,1,1,D,1,0,H,23,9,10,4,14,14,5,8,2,2,0,0
3661,Juventus,Palermo,4,1,H,2,0,H,14,8,7,3,12,12,8,3,1,1,0,0
3662,Atalanta,Crotone,1,0,H,0,0,D,14,5,3,2,15,18,4,3,2,5,0,0
3663,Empoli,Lazio,1,2,A,0,0,D,6,21,2,8,14,7,1,9,3,1,0,0
3664,Bologna,Inter,0,1,A,0,0,D,8,16,1,5,18,18,1,7,1,4,0,0
3665,Chievo,Napoli,1,3,A,0,2,A,13,17,3,6,11,13,6,5,1,0,0,0
3666,Milan,Fiorentina,2,1,H,2,1,H,6,18,4,7,11,13,3,7,3,2,0,0
3667,Pescara,Genoa,5,0,H,3,0,H,8,13,6,2,14,15,5,9,2,1,0,0
3668,Roma,Torino,4,1,H,2,0,H,20,12,7,4,14,9,5,6,0,2,0,0
3669,Sampdoria,Cagliari,1,1,D,1,1,D,13,10,2,4,21,23,4,4,4,6,0,0
3670,Udinese,Sassuolo,1,2,A,1,0,H,10,14,5,6,8,10,7,8,3,2,0,0
3671,Juventus,Empoli,2,0,H,0,0,D,24,6,6,1,12,11,3,1,0,1,0,0
3672,Napoli,Atalanta,0,2,A,0,1,A,20,8,8,5,8,10,7,10,1,1,0,1
3673,Chievo,Pescara,2,0,H,1,0,H,20,13,8,3,12,16,6,6,3,3,0,0
3674,Crotone,Cagliari,1,2,A,1,1,D,19,7,1,2,14,11,6,1,3,1,0,0
3675,Genoa,Bologna,1,1,D,0,0,D,20,13,6,4,15,6,6,2,1,1,0,1
3676,Inter,Roma,1,3,A,0,1,A,13,12,3,5,12,22,10,2,2,2,0,0
3677,Lazio,Udinese,1,0,H,0,0,D,8,13,2,3,13,17,5,6,2,3,0,0
3678,Palermo,Sampdoria,1,1,D,1,0,H,16,11,6,3,11,15,7,5,2,2,0,0
3679,Sassuolo,Milan,0,1,A,0,1,A,12,13,5,6,20,17,14,8,6,3,0,0
3680,Fiorentina,Torino,2,2,D,2,0,H,19,13,7,5,17,11,9,6,1,2,0,0
3681,Milan,Chievo,3,1,H,1,1,D,22,9,6,3,17,15,11,7,2,1,0,0
3682,Roma,Napoli,1,2,A,0,1,A,22,13,4,4,11,12,6,6,3,2,0,0
3683,Sampdoria,Pescara,3,1,H,1,1,D,19,11,7,4,18,12,7,2,0,2,0,0
3684,Atalanta,Fiorentina,0,0,D,0,0,D,16,9,4,2,18,15,9,5,2,4,0,0
3685,Bologna,Lazio,0,2,A,0,1,A,9,13,3,6,9,19,1,6,2,1,0,0
3686,Cagliari,Inter,1,5,A,1,2,A,7,22,4,10,10,13,6,11,2,0,0,0
3687,Crotone,Sassuolo,0,0,D,0,0,D,16,9,1,1,15,11,8,9,3,1,0,0
3688,Empoli,Genoa,0,2,A,0,0,D,7,8,2,4,7,23,3,1,3,2,0,0
3689,Torino,Palermo,3,1,H,0,1,A,25,7,6,3,14,12,10,1,0,2,0,1
3690,Udinese,Juventus,1,1,D,1,0,H,10,9,5,3,17,20,3,7,2,2,0,0
3691,Juventus,Milan,2,1,H,1,1,D,24,6,11,2,8,21,10,2,3,4,0,1
3692,Genoa,Sampdoria,0,1,A,0,0,D,7,13,3,4,16,6,5,2,4,4,0,0
3693,Chievo,Empoli,4,0,H,2,0,H,13,12,9,4,16,18,2,6,0,1,0,0
3694,Fiorentina,Cagliari,1,0,H,0,0,D,26,12,9,5,8,8,8,3,2,1,0,0
3695,Inter,Atalanta,7,1,H,5,1,H,12,10,8,3,19,16,6,7,3,4,0,0
3696,Napoli,Crotone,3,0,H,1,0,H,15,6,6,2,10,10,10,2,1,3,0,0
3697,Palermo,Roma,0,3,A,0,1,A,9,15,3,5,12,12,5,4,2,3,0,0
3698,Pescara,Udinese,1,3,A,0,1,A,12,10,3,6,12,14,4,3,2,3,0,0
3699,Sassuolo,Bologna,0,1,A,0,0,D,13,11,5,1,20,15,7,7,3,5,0,0
3700,Lazio,Torino,3,1,H,0,0,D,23,6,5,2,20,11,6,2,3,1,0,0
3701,Milan,Genoa,1,0,H,1,0,H,20,8,5,2,7,14,5,5,1,2,0,0
3702,Torino,Inter,2,2,D,1,1,D,17,19,5,4,19,10,5,8,1,0,0,0
3703,Atalanta,Pescara,3,0,H,1,0,H,18,6,7,1,19,15,7,5,2,2,0,0
3704,Bologna,Chievo,4,1,H,0,1,A,18,11,5,4,19,16,8,3,2,3,0,0
3705,Cagliari,Lazio,0,0,D,0,0,D,4,14,1,4,11,14,3,9,3,2,0,0
3706,Crotone,Fiorentina,0,1,A,0,0,D,11,27,1,10,16,14,2,1,1,1,0,0
3707,Empoli,Napoli,2,3,A,0,3,A,10,11,4,6,25,16,2,1,3,4,0,0
3708,Roma,Sassuolo,3,1,H,2,1,H,22,9,8,4,6,9,11,7,1,2,0,0
3709,Sampdoria,Juventus,0,1,A,0,1,A,10,9,5,5,6,10,2,5,1,1,0,0
3710,Udinese,Palermo,4,1,H,1,1,D,13,6,10,2,16,20,5,5,3,2,0,1
3711,Roma,Empoli,2,0,H,1,0,H,20,12,5,3,17,6,14,4,0,1,0,0
3712,Sassuolo,Lazio,1,2,A,1,1,D,9,12,3,4,13,12,2,3,2,4,0,0
3713,Chievo,Crotone,1,2,A,0,0,D,16,16,4,7,9,9,2,8,2,2,0,0
3714,Fiorentina,Bologna,1,0,H,0,0,D,18,5,6,1,12,13,11,1,3,2,0,0
3715,Genoa,Atalanta,0,5,A,0,2,A,8,22,4,13,14,16,3,7,3,1,1,0
3716,Napoli,Juventus,1,1,D,0,1,A,17,4,4,1,11,9,5,2,1,0,0,0
3717,Palermo,Cagliari,1,3,A,1,0,H,14,17,5,9,13,15,13,4,3,1,0,0
3718,Pescara,Milan,1,1,D,1,1,D,8,26,3,5,26,9,5,7,5,3,0,0
3719,Torino,Udinese,2,2,D,0,0,D,22,8,7,3,14,16,13,2,1,3,0,0
3720,Inter,Sampdoria,1,2,A,1,0,H,18,11,5,3,14,12,16,2,2,0,0,0
3721,Atalanta,Sassuolo,1,1,D,0,1,A,18,4,7,2,13,15,11,2,3,4,0,0
3722,Empoli,Pescara,1,1,D,1,1,D,14,14,4,4,15,15,7,5,2,3,0,0
3723,Juventus,Chievo,2,0,H,1,0,H,17,10,6,3,8,12,10,2,1,2,0,0
3724,Bologna,Roma,0,3,A,0,2,A,13,11,4,5,14,9,6,5,3,2,0,0
3725,Cagliari,Torino,2,3,A,1,2,A,10,13,2,5,22,13,5,2,2,3,0,1
3726,Crotone,Inter,2,1,H,2,0,H,12,17,7,4,15,14,3,7,4,2,0,0
3727,Lazio,Napoli,0,3,A,0,1,A,17,12,5,7,10,7,3,4,3,3,0,0
3728,Milan,Palermo,4,0,H,3,0,H,14,8,10,2,10,14,8,5,1,2,0,1
3729,Sampdoria,Fiorentina,2,2,D,1,0,H,10,19,4,4,19,15,4,10,2,1,0,0
3730,Udinese,Genoa,3,0,H,2,0,H,9,13,3,3,13,13,7,5,2,2,0,0
3731,Cagliari,Chievo,4,0,H,3,0,H,23,16,11,2,20,16,1,4,2,2,0,0
3732,Fiorentina,Empoli,1,2,A,0,1,A,18,11,7,5,17,18,8,7,4,5,1,0
3733,Genoa,Lazio,2,2,D,1,1,D,13,21,6,6,15,13,7,7,4,4,0,0
3734,Inter,Milan,2,2,D,2,0,H,10,14,4,6,11,10,2,8,3,2,0,0
3735,Napoli,Udinese,3,0,H,0,0,D,19,7,6,2,8,8,15,2,0,1,0,0
3736,Palermo,Bologna,0,0,D,0,0,D,16,7,2,4,14,10,3,5,4,2,0,1
3737,Pescara,Juventus,0,2,A,0,2,A,6,14,2,7,19,12,2,1,4,1,0,0
3738,Roma,Atalanta,1,1,D,0,1,A,21,6,5,1,8,21,11,3,2,3,0,0
3739,Sassuolo,Sampdoria,2,1,H,0,1,A,8,13,3,3,13,14,11,6,3,2,0,0
3740,Torino,Crotone,1,1,D,0,0,D,24,8,8,1,12,12,11,5,2,3,0,0
3741,Atalanta,Bologna,3,2,H,2,1,H,5,11,3,6,17,19,3,3,2,3,0,0
3742,Fiorentina,Inter,5,4,H,1,2,A,13,10,9,6,10,11,7,10,3,1,0,0
3743,Chievo,Torino,1,3,A,0,0,D,13,22,3,5,12,11,5,9,1,1,0,0
3744,Juventus,Genoa,4,0,H,3,0,H,18,11,4,2,10,13,4,2,0,1,0,0
3745,Lazio,Palermo,6,2,H,5,0,H,17,7,7,2,10,8,5,2,1,1,0,0
3746,Milan,Empoli,1,2,A,0,1,A,28,11,12,7,15,17,10,4,3,4,0,0
3747,Sampdoria,Crotone,1,2,A,1,0,H,10,14,5,6,9,13,5,9,2,3,0,0
3748,Sassuolo,Napoli,2,2,D,0,0,D,8,20,4,6,9,16,2,9,3,1,0,0
3749,Udinese,Cagliari,2,1,H,0,0,D,18,12,5,3,11,15,7,2,1,1,0,0
3750,Pescara,Roma,1,4,A,0,2,A,16,23,4,6,10,12,9,5,2,0,0,0
3751,Atalanta,Juventus,2,2,D,1,0,H,13,16,7,8,13,9,7,10,3,2,0,0
3752,Torino,Sampdoria,1,1,D,0,1,A,25,7,5,4,12,9,4,3,1,2,0,0
3753,Bologna,Udinese,4,0,H,2,0,H,11,6,6,2,13,13,5,10,1,3,0,0
3754,Cagliari,Pescara,1,0,H,1,0,H,15,14,4,8,16,17,3,5,1,4,0,0
3755,Crotone,Milan,1,1,D,1,0,H,11,13,3,7,17,14,6,11,3,1,0,1
3756,Empoli,Sassuolo,1,3,A,1,2,A,18,11,9,6,11,13,12,4,2,3,0,0
3757,Genoa,Chievo,1,2,A,1,0,H,15,8,1,2,15,16,3,4,1,2,0,1
3758,Inter,Napoli,0,1,A,0,1,A,14,16,3,4,9,9,8,4,2,2,0,0
3759,Palermo,Fiorentina,2,0,H,1,0,H,10,13,2,3,10,9,1,9,2,2,0,1
3760,Roma,Lazio,1,3,A,1,1,D,12,14,6,7,10,10,8,5,0,4,1,0
3761,Juventus,Torino,1,1,D,0,0,D,22,9,5,2,15,11,12,1,3,2,0,1
3762,Napoli,Cagliari,3,1,H,1,0,H,28,8,9,3,4,6,7,2,1,0,0,0
3763,Chievo,Palermo,1,1,D,0,0,D,5,15,2,5,20,20,5,7,3,3,0,0
3764,Empoli,Bologna,3,1,H,2,1,H,20,6,8,3,20,18,5,1,1,2,0,0
3765,Genoa,Inter,1,0,H,0,0,D,10,11,5,4,16,26,4,3,4,2,0,1
3766,Lazio,Sampdoria,7,3,H,5,1,H,19,8,11,7,13,6,11,2,0,1,0,1
3767,Milan,Roma,1,4,A,0,2,A,13,24,2,10,12,9,9,7,4,1,1,0
3768,Pescara,Crotone,0,1,A,0,0,D,10,13,2,3,15,21,5,6,3,2,1,0
3769,Sassuolo,Fiorentina,2,2,D,0,1,A,12,13,8,6,16,19,10,6,5,2,0,1
3770,Udinese,Atalanta,1,1,D,0,1,A,12,9,5,4,15,19,3,5,4,3,0,0
3771,Atalanta,Milan,1,1,D,1,0,H,14,13,7,4,11,8,10,5,2,1,0,0
3772,Fiorentina,Lazio,3,2,H,0,0,D,18,14,9,5,14,17,4,6,2,3,0,0
3773,Bologna,Pescara,3,1,H,1,1,D,15,15,7,4,9,13,9,5,2,2,0,0
3774,Cagliari,Empoli,3,2,H,3,0,H,15,12,6,3,17,11,1,5,2,2,0,0
3775,Crotone,Udinese,1,0,H,1,0,H,11,13,7,4,13,10,4,8,2,2,0,0
3776,Inter,Sassuolo,1,2,A,0,1,A,23,12,7,4,13,13,15,2,3,1,0,0
3777,Palermo,Genoa,1,0,H,1,0,H,10,13,3,3,18,18,3,9,1,1,0,0
3778,Roma,Juventus,3,1,H,1,1,D,14,16,7,5,9,6,5,6,3,2,0,0
3779,Sampdoria,Chievo,1,1,D,1,0,H,12,7,3,1,17,14,5,1,2,4,0,0
3780,Torino,Napoli,0,5,A,0,1,A,10,15,1,6,12,9,2,7,2,1,0,0
3781,Chievo,Roma,3,5,A,2,2,D,11,19,4,11,11,11,3,6,2,0,0,0
3782,Napoli,Fiorentina,4,1,H,2,0,H,19,14,9,5,10,8,5,6,2,1,0,0
3783,Empoli,Atalanta,0,1,A,0,1,A,8,13,3,5,16,17,6,5,3,2,0,0
3784,Genoa,Torino,2,1,H,1,0,H,8,4,4,1,17,20,4,5,2,5,0,0
3785,Juventus,Crotone,3,0,H,2,0,H,19,9,7,2,13,14,9,2,1,1,0,0
3786,Lazio,Inter,1,3,A,1,2,A,7,9,1,3,18,14,6,6,2,2,2,0
3787,Milan,Bologna,3,0,H,0,0,D,23,8,6,0,9,8,10,3,2,2,0,0
3788,Sassuolo,Cagliari,6,2,H,4,1,H,13,14,8,6,13,22,4,10,1,5,0,0
3789,Udinese,Sampdoria,1,1,D,1,0,H,12,8,3,4,9,11,6,5,1,2,2,1
3790,Pescara,Palermo,2,0,H,1,0,H,12,12,4,3,18,10,2,2,2,0,0,0
3791,Atalanta,Chievo,1,0,H,0,0,D,13,6,6,3,15,8,6,5,1,0,0,0
3792,Bologna,Juventus,1,2,A,0,0,D,8,17,2,7,17,8,3,10,3,1,0,0
3793,Cagliari,Milan,2,1,H,1,0,H,17,18,9,7,16,13,6,6,3,1,0,1
3794,Crotone,Lazio,3,1,H,2,1,H,11,9,5,3,13,13,3,5,3,3,0,1
3795,Fiorentina,Pescara,2,2,D,0,1,A,24,15,8,6,15,13,6,10,2,1,1,0
3796,Inter,Udinese,5,2,H,3,0,H,17,17,6,4,15,1,6,7,2,1,0,0
3797,Palermo,Empoli,2,1,H,0,0,D,10,17,5,4,18,16,0,7,3,4,0,0
3798,Roma,Genoa,3,2,H,1,1,D,24,13,7,4,8,14,6,2,2,0,0,0
3799,Sampdoria,Napoli,2,4,A,0,2,A,12,22,2,7,9,8,5,10,1,0,0,0
3800,Torino,Sassuolo,5,3,H,3,2,H,16,21,9,7,16,6,6,10,2,0,0,0
3801,Juventus,Cagliari,3,0,H,2,0,H,17,5,7,2,13,11,4,1,1,0,0,0
3802,Verona,Napoli,1,3,A,0,2,A,12,22,4,12,7,9,3,6,2,2,0,1
3803,Atalanta,Roma,0,1,A,0,1,A,14,6,6,1,14,16,4,1,1,2,0,0
3804,Bologna,Torino,1,1,D,1,1,D,13,9,3,3,18,10,0,8,2,1,0,0
3805,Crotone,Milan,0,3,A,0,3,A,6,19,2,10,9,14,2,9,1,3,1,0
3806,Inter,Fiorentina,3,0,H,2,0,H,16,15,6,3,7,13,9,7,0,1,0,0
3807,Lazio,Spal,0,0,D,0,0,D,23,9,13,2,20,4,9,5,2,2,0,0
3808,Sampdoria,Benevento,2,1,H,1,1,D,16,18,6,7,10,10,6,7,1,2,0,0
3809,Sassuolo,Genoa,0,0,D,0,0,D,14,12,3,4,16,28,2,5,2,3,0,0
3810,Udinese,Chievo,1,2,A,1,1,D,18,10,5,3,11,10,5,4,2,2,0,0
3811,Benevento,Bologna,0,1,A,0,0,D,15,14,5,4,10,13,6,2,1,3,0,0
3812,Genoa,Juventus,2,4,A,2,2,D,9,17,3,7,13,8,1,4,4,3,0,0
3813,Roma,Inter,1,3,A,1,0,H,18,14,3,8,12,8,12,6,1,1,0,0
3814,Chievo,Lazio,1,2,A,1,1,D,13,13,5,3,8,8,9,6,1,1,0,0
3815,Crotone,Verona,0,0,D,0,0,D,13,5,4,0,13,11,1,3,1,3,0,0
3816,Fiorentina,Sampdoria,1,2,A,0,2,A,25,12,10,5,20,11,14,7,3,4,0,0
3817,Milan,Cagliari,2,1,H,1,0,H,15,14,5,4,20,17,2,6,2,1,0,0
3818,Napoli,Atalanta,3,1,H,0,1,A,10,14,4,2,15,9,9,6,1,2,0,0
3819,Spal,Udinese,3,2,H,1,0,H,10,11,4,3,9,14,0,7,3,1,0,0
3820,Torino,Sassuolo,3,0,H,1,0,H,14,19,5,2,13,16,5,11,1,1,0,0
3821,Juventus,Chievo,3,0,H,1,0,H,15,15,4,2,10,7,10,6,2,1,0,0
3822,Atalanta,Sassuolo,2,1,H,1,1,D,9,16,3,3,13,18,3,7,0,1,0,0
3823,Benevento,Torino,0,1,A,0,0,D,15,16,5,6,13,22,2,10,2,2,0,0
3824,Bologna,Napoli,0,3,A,0,0,D,5,17,2,7,10,16,5,7,5,1,0,0
3825,Cagliari,Crotone,1,0,H,1,0,H,13,9,4,2,16,16,6,4,2,1,0,0
3826,Inter,Spal,2,0,H,1,0,H,19,9,7,1,14,13,8,5,2,2,0,0
3827,Lazio,Milan,4,1,H,2,0,H,12,18,7,6,14,12,3,5,1,1,0,0
3828,Udinese,Genoa,1,0,H,1,0,H,14,12,5,2,12,17,1,8,4,0,1,1
3829,Verona,Fiorentina,0,5,A,0,3,A,14,20,2,10,12,11,8,6,2,1,0,0
3830,Crotone,Inter,0,2,A,0,0,D,12,7,4,3,10,6,8,6,1,2,0,0
3831,Fiorentina,Bologna,2,1,H,0,0,D,14,6,4,2,16,8,7,3,1,3,0,0
3832,Roma,Verona,3,0,H,2,0,H,30,8,10,1,7,12,8,1,1,1,0,1
3833,Chievo,Atalanta,1,1,D,0,0,D,15,10,4,6,13,11,6,5,2,0,0,0
3834,Genoa,Lazio,2,3,A,0,1,A,5,18,4,6,10,12,2,1,1,2,0,0
3835,Milan,Udinese,2,1,H,2,1,H,21,4,7,2,13,10,10,3,1,2,0,0
3836,Napoli,Benevento,6,0,H,4,0,H,27,6,14,0,6,7,8,1,0,1,0,0
3837,Sassuolo,Juventus,1,3,A,0,1,A,13,14,4,6,15,13,3,4,1,2,0,0
3838,Spal,Cagliari,0,2,A,0,1,A,12,11,3,3,12,21,7,4,1,3,0,0
3839,Torino,Sampdoria,2,2,D,2,2,D,13,11,3,5,14,15,3,6,2,1,0,0
3840,Bologna,Inter,1,1,D,1,0,H,14,11,3,3,12,18,4,11,4,3,0,0
3841,Atalanta,Crotone,5,1,H,3,0,H,14,7,11,5,5,19,3,3,0,1,0,0
3842,Benevento,Roma,0,4,A,0,2,A,16,21,5,7,10,8,2,9,2,0,0,0
3843,Cagliari,Sassuolo,0,1,A,0,0,D,17,14,3,6,21,10,5,2,3,3,0,0
3844,Genoa,Chievo,1,1,D,0,0,D,11,16,2,7,19,7,6,2,1,2,0,0
3845,Juventus,Fiorentina,1,0,H,0,0,D,12,9,5,0,10,23,3,1,1,2,0,1
3846,Lazio,Napoli,1,4,A,1,0,H,4,17,2,11,9,13,3,2,2,3,0,0
3847,Milan,Spal,2,0,H,1,0,H,20,6,7,0,19,15,9,8,1,2,0,0
3848,Udinese,Torino,2,3,A,0,2,A,16,13,6,8,17,13,12,1,1,5,0,0
3849,Verona,Sampdoria,0,0,D,0,0,D,14,17,6,5,17,6,4,7,3,1,0,0
3850,Juventus,Torino,4,0,H,2,0,H,23,6,10,1,16,12,6,3,1,4,0,1
3851,Roma,Udinese,3,1,H,3,0,H,18,14,8,5,9,10,5,8,0,1,0,0
3852,Spal,Napoli,2,3,A,1,1,D,6,21,2,12,9,11,4,6,3,1,0,0
3853,Cagliari,Chievo,0,2,A,0,0,D,15,16,3,4,25,16,6,2,2,2,1,0
3854,Crotone,Benevento,2,0,H,1,0,H,17,16,4,2,12,12,2,7,0,0,0,0
3855,Fiorentina,Atalanta,1,1,D,1,0,H,10,16,2,5,22,11,3,8,2,5,0,0
3856,Inter,Genoa,1,0,H,0,0,D,14,9,7,3,10,14,8,4,0,2,0,2
3857,Sampdoria,Milan,2,0,H,0,0,D,12,6,4,0,13,17,7,4,0,2,0,0
3858,Sassuolo,Bologna,0,1,A,0,0,D,8,8,3,4,11,15,3,6,3,4,1,0
3859,Verona,Lazio,0,3,A,0,2,A,9,12,2,5,8,13,3,4,2,2,0,0
3860,Genoa,Bologna,0,1,A,0,0,D,18,8,7,4,15,9,10,3,4,2,0,0
